year,month,day,airline,origin_airport,stop_over_airport,destination_airport,origin_departure_delay,stop_over_arival_time,stop_over_arrival_delay,stop_over_departure_time,stop_over_departure_delay,destination_arrival_delay
2015,12,2,AA,SFO,CLT,JFK,12,2114,4,2227,13,2
2015,12,2,AA,SFO,CLT,JFK,-3,559,-13,727,-3,-20
2015,12,4,AA,SFO,DFW,JFK,-4,1025,-20,1150,0,-20
2015,12,4,VX,SFO,LAX,JFK,0,822,2,1044,4,-17
2015,12,4,VX,SFO,LAX,JFK,-2,928,8,1044,4,-17
2015,12,4,AA,SFO,DFW,JFK,-4,1540,-20,1659,-1,-2
2015,12,4,VX,SFO,LAX,JFK,-4,1415,0,1548,-2,14
2015,12,4,AS,SFO,SEA,JFK,-5,1842,4,2121,-9,-16
2015,12,4,AS,SFO,SEA,JFK,-15,1959,-10,2121,-9,-16
2015,12,4,VX,SFO,LAX,JFK,-4,2050,0,2308,-2,1
2015,12,4,VX,SFO,LAX,JFK,-7,2206,-4,2308,-2,1
2015,12,5,AA,SFO,MIA,JFK,43,929,39,1048,113,97
2015,12,5,AA,SFO,MIA,JFK,-7,1456,-12,1716,21,24
2015,12,5,AA,SFO,LAX,JFK,-6,815,-17,1034,-6,-11
2015,12,5,AA,SFO,LAX,JFK,-4,1123,-15,1419,4,14
2015,12,5,AA,SFO,LAX,JFK,-4,1123,-15,1310,-5,-2
2015,12,5,AA,SFO,LAX,JFK,-9,1930,-29,2125,-5,-9
2015,12,5,AA,SFO,LAX,JFK,-10,2045,-16,2320,-10,-13
2015,12,5,AA,SFO,LAX,JFK,-10,2045,-16,2243,13,8
2015,12,5,VX,SFO,LAS,JFK,-5,2105,-15,2209,-1,-6
2015,12,5,AA,SFO,LAX,JFK,-3,2142,-19,2320,-10,-13
2015,12,5,AA,SFO,LAX,JFK,-3,2142,-19,2243,13,8
2015,12,28,AA,SFO,DFW,JFK,0,1028,-17,1316,86,78
2015,12,28,AA,SFO,DFW,JFK,6,1210,-10,1316,86,78
2015,12,28,AA,SFO,DFW,JFK,1145,1607,1143,1715,20,16
2015,12,29,AA,SFO,LAX,JFK,-3,739,-22,857,-3,-33
2015,12,29,AA,SFO,MIA,JFK,-2,1528,30,1656,2,-8
2015,12,29,AA,SFO,MIA,JFK,-5,2054,12,2334,125,95
2015,12,29,AA,SFO,LAX,JFK,-4,1557,-2,1722,42,18
2015,12,29,VX,SFO,LAS,JFK,8,2009,4,2223,13,-9
2015,12,29,AA,SFO,LAX,JFK,96,2153,99,2325,-5,2
2015,12,29,VX,SFO,LAS,JFK,-2,2107,-13,2223,13,-9
2015,12,29,AA,SFO,LAX,JFK,-1,2205,34,2325,-5,2
2015,12,29,AA,SFO,MIA,JFK,-2,532,-16,747,37,33
2015,12,31,B6,SFO,LAS,JFK,-8,918,-15,1208,0,-37
2015,12,31,B6,SFO,FLL,JFK,-4,1829,-17,2121,6,0
2015,12,31,B6,SFO,FLL,JFK,-4,1829,-17,2034,57,49
2015,12,31,B6,SFO,LAS,JFK,12,1854,-2,2130,-5,-35
2015,12,31,B6,SFO,FLL,JFK,-11,621,-2,858,-2,-12
2015,12,31,B6,SFO,FLL,JFK,-11,621,-2,820,15,0
2015,12,31,VX,SFO,LAX,JFK,6,823,3,1039,-1,-38
2015,12,31,VX,SFO,LAX,JFK,-4,1235,-10,1338,-2,-31
2015,12,31,VX,SFO,LAX,JFK,29,1712,22,1815,145,122
2015,12,31,AS,SFO,SEA,JFK,88,2000,80,2122,-8,-30
2015,12,7,AA,SFO,CLT,JFK,-10,751,-14,918,3,-7
2015,12,7,AA,SFO,CLT,JFK,-11,608,-4,800,30,41
2015,12,9,AA,SFO,DFW,JFK,-7,1028,-17,1154,4,-4
2015,12,9,AA,SFO,DFW,JFK,-2,1545,-15,1656,-4,-12
2015,12,10,AA,SFO,MIA,JFK,539,1744,534,2014,0,-7
2015,12,10,AA,SFO,MIA,JFK,0,1514,6,1650,-5,1
2015,12,10,AA,SFO,LAX,JFK,-4,1151,13,1408,-7,-22
2015,12,10,AA,SFO,LAX,JFK,-4,1151,13,1318,3,-7
2015,12,10,AA,SFO,LAX,JFK,25,2021,22,2310,40,35
2015,12,10,AA,SFO,LAX,JFK,25,2021,22,2134,4,-15
2015,12,10,VX,SFO,LAS,JFK,-3,2010,0,2216,6,-8
2015,12,10,AA,SFO,LAX,JFK,2,2100,-1,2323,-7,22
2015,12,10,AA,SFO,LAX,JFK,2,2100,-1,2310,40,35
2015,12,10,AA,SFO,LAX,JFK,-3,2209,8,2323,-7,22
2015,12,10,AA,SFO,LAX,JFK,-3,2209,8,2310,40,35
2015,12,13,DL,SFO,ATL,JFK,5,1335,4,1435,-5,-33
2015,12,13,DL,SFO,ATL,JFK,2,1515,-2,1731,-4,-26
2015,12,13,DL,SFO,ATL,JFK,-1,610,-12,845,35,15
2015,12,9,VX,SFO,LAX,JFK,6,819,-1,1039,-1,-20
2015,12,9,VX,SFO,LAX,JFK,-5,920,0,1039,-1,-20
2015,12,9,VX,SFO,LAX,JFK,-7,1405,-10,1542,-8,-6
2015,12,9,AS,SFO,SEA,JFK,16,2024,9,2135,5,-26
2015,12,9,VX,SFO,LAX,JFK,6,2012,7,2311,1,-8
2015,12,9,VX,SFO,LAX,JFK,-7,2038,-12,2311,1,-8
2015,12,10,DL,SFO,ATL,JFK,-2,1317,-14,1452,12,-6
2015,12,10,DL,SFO,ATL,JFK,-1,1500,-17,1752,17,20
2015,12,10,DL,SFO,ATL,JFK,5,1622,-13,1752,17,20
2015,12,10,DL,SFO,ATL,JFK,19,1935,-8,2041,-4,-19
2015,12,10,DL,SFO,ATL,JFK,74,718,56,953,-2,3
2015,12,11,AA,SFO,ORD,JFK,0,1049,-28,1238,-2,-14
2015,12,11,AA,SFO,ORD,JFK,0,1551,-18,1846,11,-14
2015,12,12,AA,SFO,PHX,JFK,2,850,-8,1010,10,-22
2015,12,12,AA,SFO,PHX,JFK,-8,1155,-15,1327,-3,-43
2015,12,12,AA,SFO,PHX,JFK,-5,1500,-8,1634,-6,-22
2015,12,14,AA,SFO,ORD,JFK,-6,1109,-8,1248,8,35
2015,12,1,DL,SFO,MSP,JFK,-1,536,-4,710,0,-18
2015,12,4,AA,SFO,CLT,JFK,0,808,3,911,-4,-14
2015,12,4,AA,SFO,CLT,JFK,-4,1901,-11,2008,-2,29
2015,12,6,AA,SFO,DFW,JFK,-7,1024,-21,1146,-4,-20
2015,12,6,AA,SFO,DFW,JFK,-3,1549,-11,1656,-4,-8
2015,12,31,AA,SFO,MIA,JFK,-2,1446,-12,1652,-2,-5
2015,12,31,AA,SFO,MIA,JFK,-7,524,-24,703,-7,-20
2015,12,8,AA,SFO,ORD,JFK,-6,1116,-1,1236,-4,-6
2015,12,8,AA,SFO,ORD,JFK,3,1608,-1,1831,-4,-20
2015,12,8,AA,SFO,ORD,JFK,-7,1719,-20,1831,-4,-20
2015,12,9,AA,SFO,MIA,JFK,-6,1456,-12,1709,14,-12
2015,12,9,AA,SFO,LAX,JFK,44,931,59,1208,-7,-25
2015,12,9,AA,SFO,LAX,JFK,44,931,59,1114,34,23
2015,12,9,AA,SFO,LAX,JFK,-1,1148,10,1407,-8,-18
2015,12,9,AA,SFO,LAX,JFK,-1,1148,10,1313,-2,-10
2015,12,9,AA,SFO,LAX,JFK,30,2023,24,2227,-3,-22
2015,12,9,AA,SFO,LAX,JFK,30,2023,24,2125,-5,4
2015,12,9,AA,SFO,LAX,JFK,14,2218,17,2348,18,29
2015,12,11,B6,SFO,FLL,JFK,-1,1833,-7,2052,-13,-4
2015,12,11,B6,SFO,FLL,JFK,-1,1833,-7,1945,-5,2
2015,12,11,B6,SFO,LAS,JFK,75,2009,70,2220,25,3
2015,12,21,DL,SFO,LAX,JFK,-2,713,-17,840,0,-34
2015,12,21,DL,SFO,LAX,JFK,241,1319,224,1525,75,54
2015,12,21,DL,SFO,LAX,JFK,-3,1118,-2,1341,41,19
2015,12,21,DL,SFO,LAX,JFK,103,1520,120,1653,28,3
2015,12,21,DL,SFO,LAX,JFK,183,2036,196,2312,17,16
2015,12,21,DL,SFO,LAX,JFK,183,2036,196,2136,6,9
2015,12,21,DL,SFO,LAX,JFK,113,2149,139,2312,17,16
2015,12,25,AA,SFO,CLT,JFK,-1,731,-34,918,3,-4
2015,12,25,AA,SFO,CLT,JFK,-1,1454,-9,1559,95,87
2015,12,25,DL,SFO,MSP,JFK,11,1423,-4,1603,8,3
2015,12,25,AA,SFO,CLT,JFK,-2,1850,-22,2009,-1,-5
2015,12,25,AA,SFO,CLT,JFK,10,2112,2,2251,37,27
2015,12,25,AA,SFO,CLT,JFK,-2,625,13,918,3,-4
2015,12,25,AA,SFO,CLT,JFK,-2,625,13,757,27,12
2015,12,18,DL,SFO,LAX,JFK,-1,935,0,1210,40,15
2015,12,18,DL,SFO,LAX,JFK,5,1125,55,1414,9,-13
2015,12,18,DL,SFO,LAX,JFK,74,1342,77,1634,34,8
2015,12,18,DL,SFO,LAX,JFK,91,1504,104,1634,34,8
2015,12,18,DL,SFO,LAX,JFK,127,1934,128,2146,16,-7
2015,12,18,DL,SFO,LAX,JFK,81,1953,93,2146,16,-7
2015,12,19,B6,SFO,BOS,JFK,51,609,21,719,-4,-17
2015,12,1,AA,SFO,CLT,JFK,-2,810,5,914,-1,-7
2015,12,1,AA,SFO,CLT,JFK,-8,1912,0,2015,5,32
2015,12,1,AA,SFO,CLT,JFK,-2,602,-10,725,-5,-11
2015,12,3,AA,SFO,DFW,JFK,8,1052,7,1243,53,50
2015,12,3,VX,SFO,LAX,JFK,-5,819,-1,1039,-1,-15
2015,12,3,AS,SFO,SEA,JFK,35,1904,26,2127,-3,-8
2015,12,3,VX,SFO,LAX,JFK,27,2026,21,2308,-2,-7
2015,12,6,VX,SFO,LAX,JFK,-6,915,-5,1040,0,5
2015,12,6,VX,SFO,LAX,JFK,52,1331,46,1600,10,21
2015,12,6,VX,SFO,LAX,JFK,11,1417,2,1600,10,21
2015,12,6,AS,SFO,SEA,JFK,58,1940,60,2136,6,-15
2015,12,6,AS,SFO,SEA,JFK,18,2035,21,2136,6,-15
2015,12,6,VX,SFO,LAX,JFK,17,2027,22,2313,3,6
2015,12,6,VX,SFO,LAX,JFK,17,2143,53,2313,3,6
2015,12,14,B6,SFO,BOS,JFK,-8,1604,-26,1754,195,194
2015,12,14,B6,SFO,BOS,JFK,13,2024,13,2242,62,67
2015,12,14,B6,SFO,BOS,JFK,13,2024,13,2159,68,69
2015,12,14,B6,SFO,BOS,JFK,13,2024,13,2156,124,133
2015,12,14,B6,SFO,BOS,JFK,-1,533,-7,746,-1,2
2015,12,15,AA,SFO,CLT,JFK,-3,803,-2,913,-2,7
2015,12,15,AA,SFO,CLT,JFK,-4,1858,-14,2017,7,-1
2015,12,15,AA,SFO,CLT,JFK,-3,559,-13,726,-4,-23
2015,12,17,AA,SFO,DFW,JFK,-1,1047,2,1148,-2,-27
2015,12,17,AA,SFO,DFW,JFK,-2,1528,-17,1712,17,-3
2015,12,20,VX,SFO,LAX,JFK,4,927,7,1048,8,-13
2015,12,20,VX,SFO,LAX,JFK,24,1324,39,1610,20,2
2015,12,20,VX,SFO,LAX,JFK,42,1455,40,1610,20,2
2015,12,20,VX,SFO,LAX,JFK,35,1913,23,2140,5,-2
2015,12,20,VX,SFO,LAX,JFK,78,2056,66,2338,28,14
2015,12,20,VX,SFO,LAX,JFK,34,2211,61,2338,28,14
2015,12,23,AA,SFO,MIA,JFK,7,1517,19,1751,57,73
2015,12,23,AA,SFO,MIA,JFK,-4,2015,-27,2219,50,61
2015,12,23,AA,SFO,LAX,JFK,-1,1831,13,2124,-6,-11
2015,12,23,VX,SFO,LAS,JFK,8,2014,9,2214,4,14
2015,12,23,AA,SFO,LAX,JFK,32,2029,15,2325,-5,-4
2015,12,23,AA,SFO,LAX,JFK,32,2029,15,2241,11,-8
2015,12,23,AA,SFO,LAX,JFK,6,2143,12,2325,-5,-4
2015,12,23,AA,SFO,MIA,JFK,12,534,-14,712,2,-9
2015,12,25,B6,SFO,FLL,JFK,-2,1842,-4,2106,-9,-17
2015,12,25,B6,SFO,FLL,JFK,-3,624,1,812,-2,-15
2015,12,26,DL,SFO,ATL,JFK,-5,745,-10,1014,14,9
2015,12,26,AA,SFO,LAX,JFK,-6,748,-13,855,-5,2
2015,12,26,DL,SFO,ATL,JFK,36,1552,51,1739,-1,-6
2015,12,26,DL,SFO,ATL,JFK,0,1952,4,2053,8,-9
2015,12,29,DL,SFO,DTW,JFK,3,1853,-11,2114,104,91
2015,12,2,DL,SFO,ATL,JFK,-2,1319,-12,1439,-1,-22
2015,12,2,DL,SFO,ATL,JFK,-1,1619,-16,1845,70,90
2015,12,2,DL,SFO,ATL,JFK,1,1927,-16,2117,32,20
2015,12,2,DL,SFO,ATL,JFK,-2,611,-11,809,-1,-20
2015,12,4,AA,SFO,PHX,JFK,-8,842,-16,955,0,24
2015,12,4,AA,SFO,PHX,JFK,17,1221,11,1326,-4,-11
2015,12,4,AA,SFO,PHX,JFK,-7,1504,-4,1633,-7,4
2015,12,4,AA,SFO,PHX,JFK,-5,1958,-5,2226,-4,-5
2015,12,24,DL,SFO,SLC,JFK,9,1606,0,1711,-4,-7
2015,12,24,B6,SFO,BOS,JFK,26,527,-21,719,-4,-4
2015,12,26,DL,SFO,LAX,JFK,5,719,-11,847,7,12
2015,12,26,DL,SFO,LAX,JFK,-5,1108,-12,1329,29,34
2015,12,26,DL,SFO,LAX,JFK,16,1335,15,1625,0,-8
2015,12,16,AA,SFO,ORD,JFK,2,1104,-13,1236,-4,-21
2015,12,16,B6,SFO,LAS,JFK,4,915,5,1139,-6,-30
2015,12,16,AA,SFO,ORD,JFK,-2,1549,-20,1827,-8,-23
2015,12,16,B6,SFO,FLL,JFK,121,2029,109,2144,39,35
2015,12,16,AA,SFO,ORD,JFK,-2,1706,-33,1827,-8,-23
2015,12,16,B6,SFO,FLL,JFK,0,707,7,857,29,28
2015,12,17,AA,SFO,PHX,JFK,-3,841,-17,956,-4,2
2015,12,17,AA,SFO,PHX,JFK,-2,1207,-3,1451,81,52
2015,12,17,AA,SFO,PHX,JFK,4,1505,-3,1716,36,36
2015,12,17,AA,SFO,PHX,JFK,-1,1953,-10,2232,2,-7
2015,12,3,DL,SFO,MSP,JFK,-5,533,-7,705,-5,-7
2015,12,6,AA,SFO,CLT,JFK,16,1917,5,2209,-5,-4
2015,12,24,AA,SFO,DFW,JFK,1,1029,-16,1147,-3,-10
2015,12,24,AA,SFO,DFW,JFK,18,1551,6,1714,19,8
2015,12,14,AA,SFO,PHX,JFK,-5,1218,8,1403,33,78
2015,12,15,DL,SFO,LAX,JFK,5,918,-14,1135,5,-19
2015,12,15,DL,SFO,LAX,JFK,-2,1023,-7,1135,5,-19
2015,12,15,DL,SFO,LAX,JFK,-3,1236,11,1400,-5,-34
2015,12,15,DL,SFO,LAX,JFK,-2,1315,-5,1554,-6,-23
2015,12,15,DL,SFO,LAX,JFK,-5,2009,-21,2255,0,-28
2015,12,15,DL,SFO,LAX,JFK,-5,2009,-21,2129,-1,-9
2015,12,15,DL,SFO,LAX,JFK,-2,2117,-10,2255,0,-28
2015,12,6,AA,SFO,MIA,JFK,3,1456,-12,1656,1,6
2015,12,6,AA,SFO,LAX,JFK,77,935,63,1210,-5,-7
2015,12,6,AA,SFO,LAX,JFK,45,2038,39,2324,-6,5
2015,12,6,AA,SFO,LAX,JFK,45,2038,39,2223,-7,10
2015,12,6,VX,SFO,LAS,JFK,25,2042,32,2306,56,50
2015,12,6,AA,SFO,LAX,JFK,-2,2119,18,2324,-6,5
2015,12,6,AA,SFO,LAX,JFK,-2,2119,18,2223,-7,10
2015,12,6,AA,SFO,LAX,JFK,21,2200,-1,2324,-6,5
2015,12,20,AA,SFO,CLT,JFK,0,1906,-6,2010,0,13
2015,12,20,AA,SFO,CLT,JFK,20,2134,24,2349,95,79
2015,12,20,AA,SFO,CLT,JFK,26,636,24,923,8,9
2015,12,22,AA,SFO,DFW,JFK,-5,1529,-16,1719,24,14
2015,12,25,VX,SFO,LAX,JFK,3,818,-2,1040,0,-35
2015,12,25,VX,SFO,LAX,JFK,-2,905,-15,1040,0,-35
2015,12,25,VX,SFO,LAX,JFK,-1,1422,7,1552,2,-20
2015,12,25,VX,SFO,LAX,JFK,25,1917,12,2132,-3,-33
2015,12,25,VX,SFO,LAX,JFK,-1,1936,-14,2132,-3,-33
2015,12,25,VX,SFO,LAX,JFK,-5,2055,5,2310,0,-11
2015,12,25,VX,SFO,LAX,JFK,6,2206,-4,2310,0,-11
2015,12,7,DL,SFO,ATL,JFK,12,638,16,810,0,-17
2015,12,13,DL,SFO,LAX,JFK,-3,956,24,1147,17,5
2015,12,13,DL,SFO,LAX,JFK,13,1111,41,1402,-3,-21
2015,12,13,DL,SFO,LAX,JFK,22,1244,19,1402,-3,-21
2015,12,13,DL,SFO,LAX,JFK,78,1448,88,1636,36,10
2015,12,13,DL,SFO,LAX,JFK,94,1911,105,2144,14,-6
2015,12,13,DL,SFO,LAX,JFK,22,1928,68,2144,14,-6
2015,12,13,DL,SFO,LAX,JFK,91,2253,86,2359,0,-9
2015,12,21,AA,SFO,ORD,JFK,0,1108,-9,1242,2,-9
2015,12,21,AA,SFO,ORD,JFK,18,1742,2,1858,23,21
2015,12,22,AA,SFO,PHX,JFK,-1,846,-12,1030,30,61
2015,12,22,AA,SFO,PHX,JFK,17,1228,18,1401,31,39
2015,12,22,AA,SFO,PHX,JFK,30,1525,17,1637,-3,-7
2015,12,22,AA,SFO,PHX,JFK,86,2110,67,2233,3,8
2015,12,25,DL,SFO,DTW,JFK,-5,1340,-38,1530,0,-4
2015,12,20,AA,SFO,CLT,JFK,1,759,-6,923,8,9
2015,12,3,AA,SFO,ORD,JFK,-2,1110,-7,1239,-1,28
2015,12,3,AA,SFO,ORD,JFK,4,1618,9,1900,25,14
2015,12,3,B6,SFO,FLL,JFK,55,742,42,908,-7,-21
2015,12,4,AA,SFO,MIA,JFK,-1,1448,-20,1713,18,11
2015,12,4,AA,SFO,LAX,JFK,-1,833,1,958,58,56
2015,12,4,AA,SFO,LAX,JFK,-4,1125,-13,1409,-6,-13
2015,12,4,AA,SFO,LAX,JFK,-4,1125,-13,1243,28,10
2015,12,4,AA,SFO,LAX,JFK,-2,1950,-9,2247,17,4
2015,12,4,AA,SFO,LAX,JFK,-2,1950,-9,2124,-6,13
2015,12,4,VX,SFO,LAS,JFK,12,2021,11,2202,-8,3
2015,12,4,AA,SFO,LAX,JFK,2,2056,-5,2326,-4,-9
2015,12,4,AA,SFO,LAX,JFK,2,2056,-5,2247,17,4
2015,12,4,AA,SFO,LAX,JFK,-5,2152,-9,2326,-4,-9
2015,12,6,B6,SFO,LAS,JFK,24,923,13,1147,2,-5
2015,12,6,B6,SFO,FLL,JFK,72,1951,71,2105,0,-15
2015,12,6,B6,SFO,LAS,JFK,62,1945,46,2153,-2,-11
2015,12,6,B6,SFO,FLL,JFK,91,825,85,1115,15,2
2015,12,7,DL,SFO,ATL,JFK,-1,1328,-3,1442,2,-19
2015,12,7,DL,SFO,ATL,JFK,0,1507,-10,1735,0,-13
2015,12,7,DL,SFO,ATL,JFK,-1,1622,-13,1735,0,-13
2015,12,7,DL,SFO,ATL,JFK,-4,1929,-14,2044,-1,-22
2015,12,14,AA,SFO,CLT,JFK,0,1859,-13,2019,9,27
2015,12,14,AA,SFO,CLT,JFK,-5,557,-15,744,14,13
2015,12,16,VX,SFO,LAX,JFK,1,822,2,1039,-1,-23
2015,12,16,VX,SFO,LAX,JFK,4,928,8,1039,-1,-23
2015,12,16,VX,SFO,LAX,JFK,-4,1235,-10,1342,2,-24
2015,12,16,VX,SFO,LAX,JFK,-3,1408,-7,1606,16,3
2015,12,16,AS,SFO,SEA,JFK,-4,2001,-14,2144,14,4
2015,12,16,VX,SFO,LAX,JFK,-4,2104,14,2312,2,-12
2015,12,16,VX,SFO,LAX,JFK,-5,2206,-4,2312,2,-12
2015,12,17,DL,SFO,ATL,JFK,2,1316,-15,1438,-2,-9
2015,12,17,AA,SFO,LAX,JFK,5,834,2,1110,30,28
2015,12,17,DL,SFO,ATL,JFK,1,1617,-18,1827,52,44
2015,12,17,DL,SFO,ATL,JFK,-2,1928,-15,2142,57,23
2015,12,17,AA,SFO,LAX,JFK,-3,1548,-11,1740,55,36
2015,12,17,AA,SFO,LAX,JFK,-5,2010,-4,2230,0,-14
2015,12,17,AA,SFO,LAX,JFK,-5,2010,-4,2127,-3,-4
2015,12,17,AA,SFO,LAX,JFK,-3,2127,-4,2329,-1,11
2015,12,17,AA,SFO,LAX,JFK,-3,2127,-4,2230,0,-14
2015,12,17,DL,SFO,ATL,JFK,20,634,12,815,5,-8
2015,12,4,DL,SFO,LAX,JFK,47,1012,40,1128,-2,-9
2015,12,4,DL,SFO,LAX,JFK,-5,1021,-9,1128,-2,-9
2015,12,4,DL,SFO,LAX,JFK,-2,1216,-9,1438,33,1
2015,12,4,DL,SFO,LAX,JFK,-1,1312,-8,1553,-7,-22
2015,12,4,DL,SFO,LAX,JFK,-1,1312,-8,1438,33,1
2015,12,4,DL,SFO,LAX,JFK,19,1832,12,2125,-5,16
2015,12,4,DL,SFO,LAX,JFK,10,2033,3,2248,-7,-8
2015,12,4,DL,SFO,LAX,JFK,2,2114,-13,2350,-9,-9
2015,12,4,DL,SFO,LAX,JFK,2,2114,-13,2248,-7,-8
2015,12,4,DL,SFO,LAX,JFK,16,2239,9,2350,-9,-9
2015,12,5,B6,SFO,BOS,JFK,-5,534,-6,830,-7,-17
2015,12,5,B6,SFO,BOS,JFK,-5,534,-6,737,-10,-14
2015,12,17,AA,SFO,ORD,JFK,1,1602,-7,1740,300,290
2015,12,17,AA,SFO,ORD,JFK,0,1745,5,2000,85,69
2015,12,18,AA,SFO,MIA,JFK,2,1452,-6,1748,54,31
2015,12,18,AA,SFO,MIA,JFK,1,2104,22,2307,98,60
2015,12,18,AA,SFO,LAX,JFK,12,2019,5,2228,-2,-20
2015,12,18,AA,SFO,LAX,JFK,12,2019,5,2130,0,-11
2015,12,18,AA,SFO,MIA,JFK,89,710,82,848,-7,-36
2015,12,20,B6,SFO,LAS,JFK,3,940,7,1235,27,12
2015,12,20,B6,SFO,FLL,JFK,159,2130,164,2257,102,105
2015,12,20,B6,SFO,LAS,JFK,88,2024,88,2150,15,16
2015,12,20,B6,SFO,FLL,JFK,178,930,187,1153,0,-3
2015,12,21,DL,SFO,ATL,JFK,6,1341,-7,1445,0,-28
2015,12,21,DL,SFO,ATL,JFK,-2,1442,-19,1740,0,-14
2015,12,21,DL,SFO,ATL,JFK,8,1628,-12,1740,0,-14
2015,12,21,DL,SFO,ATL,JFK,156,752,166,1021,-4,-13
2015,12,21,DL,SFO,ATL,JFK,57,711,49,825,0,-18
2015,12,24,DL,SFO,DTW,JFK,10,1353,-24,1526,-4,-16
2015,12,26,AA,SFO,PHX,JFK,-7,1202,-8,1325,-5,16
2015,12,26,AA,SFO,PHX,JFK,-2,1449,-14,1652,12,14
2015,12,26,AA,SFO,PHX,JFK,-3,1943,-20,2232,2,-8
2015,12,9,B6,SFO,BOS,JFK,7,1627,-3,1810,-1,4
2015,12,9,B6,SFO,BOS,JFK,34,610,30,755,8,0
2015,12,10,AA,SFO,CLT,JFK,-8,729,-36,923,8,6
2015,12,10,AA,SFO,CLT,JFK,0,1916,4,2212,-2,-5
2015,12,10,AA,SFO,CLT,JFK,19,2103,-7,2212,-2,-5
2015,12,10,AA,SFO,CLT,JFK,0,553,-19,726,-4,-13
2015,12,12,AA,SFO,DFW,JFK,-7,1039,-6,1154,4,-19
2015,12,12,VX,SFO,LAX,JFK,-3,817,-3,1041,1,-30
2015,12,12,VX,SFO,LAX,JFK,-4,900,-20,1041,1,-30
2015,12,12,AA,SFO,DFW,JFK,-5,1550,-10,1704,4,-8
2015,12,12,VX,SFO,LAX,JFK,-6,1229,-16,1352,12,-11
2015,12,12,AS,SFO,SEA,JFK,-5,2003,-12,2140,10,-30
